#,Office No.,Company Name,Company Number,Has Valid Company Number,Incorporated,Status,SIC Code,Registered Address,Address Suffix,Address Exact Street Match,Cash At Bank,Net Assets,Turnover,Investigative Priority,Risk Tier (Objective),Priority Entity,Public Linkage Category,Manual Review Hypothesis (Unverified),Public Evidence Summary,Public Evidence URLs,Review Notes,Companies House Overview URL,Companies House Officers URL,Companies House Filing History URL,Primary OSINT Source,Source,Notes,Office Group Size,Company Number Inference Method,Company Number Confidence,sic_wave_cluster_id,sic_wave_cluster_size,sic_wave_recovery_candidate,formation_sequence_cluster_id,formation_sequence_cluster_size,formation_sequence_recovery_candidate,logistics_api_flag,carrier_api_capability_score,evidence_basis_shipping_layer,shipping_role_category,confidence_level_shipping_layer,Office No Clean,address_cluster_signal,delta_candidate_flag,infrastructure_layer,confidence_level,risk_it_services,risk_seo_agency,risk_logistics_shell,risk_ecommerce_operator,risk_formation_intermediary,risk_payment_linked,risk_telecom_sim_node,risk_shipping_label_node,risk_carrier_account_broker,risk_score_total,risk_level
213.0,250,Multi Niche Gp Ltd,16004620,Yes,2024-10-08,Active,"62020, 62090, 73110","Office 250, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16004620,https://find-and-update.company-information.service.gov.uk/company/16004620/officers,https://find-and-update.company-information.service.gov.uk/company/16004620/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,149.0,90.0,False,25.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,250.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
214.0,251,Munir & Sons Enterprises Ltd,16008823,Yes,2024-10-09,Active,"46740, 52290","Office 251, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16008823,https://find-and-update.company-information.service.gov.uk/company/16008823/officers,https://find-and-update.company-information.service.gov.uk/company/16008823/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,55.0,1.0,False,25.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,251.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
503.0,537,Muqaddas Travels Ltd,16826585,Yes,2025-11-03,Active,"47910, 79110","Office 537, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16826585,https://find-and-update.company-information.service.gov.uk/company/16826585/officers,https://find-and-update.company-information.service.gov.uk/company/16826585/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk ★ Nov 2025,,,none,original_or_unresolved,107.0,1.0,False,53.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,537.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
194.0,230,Mux Buy Ltd,15130241,Yes,2023-09-11,Active,"47910, 62020","Office 230, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15130241,https://find-and-update.company-information.service.gov.uk/company/15130241/officers,https://find-and-update.company-information.service.gov.uk/company/15130241/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,92.0,3.0,False,23.0,9.0,False,False,0.0,no_indicator,none_detected,LOW,230.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
82.0,103,Muzamil Iqbal Ltd,14627523,Yes,2023-01-31,Active,"47910, 62090, 73110, 96090","Office 103, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/14627523,https://find-and-update.company-information.service.gov.uk/company/14627523/officers,https://find-and-update.company-information.service.gov.uk/company/14627523/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,100.0,1.0,False,10.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,103.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
408.0,445,Mx Stars Ltd,16662875,Yes,2025-08-20,Active,"46450, 47750","Office 445, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16662875,https://find-and-update.company-information.service.gov.uk/company/16662875/officers,https://find-and-update.company-information.service.gov.uk/company/16662875/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,49.0,1.0,False,44.0,9.0,False,False,0.0,no_indicator,none_detected,LOW,445.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
667.0,713,My Pixel Logic Ltd,—,No,,Active,,"Office 713, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,71.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,713.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
324.0,360,My Trail Tech Ltd,16385999,Yes,2025-04-14,Active,"62020, 62090, 73110","Office 360, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16385999,https://find-and-update.company-information.service.gov.uk/company/16385999/officers,https://find-and-update.company-information.service.gov.uk/company/16385999/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,149.0,90.0,False,36.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,360.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
,,MyPhoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47421,,,,,,,,,,,,,,,,,,,,,,,,
608.0,649,Nafisa Umar Ltd,—,No,,Active,,"Office 649, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,64.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,649.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
508.0,542,Nanotutors Ltd,15322162,Yes,2023-12-01,Active,85590,"Office 542, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"£9,000",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15322162,https://find-and-update.company-information.service.gov.uk/company/15322162/officers,https://find-and-update.company-information.service.gov.uk/company/15322162/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,197.0,1.0,False,54.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,542.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
591.0,630,Naqba Ltd,—,No,,Active,,"Office 630, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,63.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,630.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
478.0,515,Nasim Akhtar Ltd,15692450,Yes,2024-04-29,Active,47990,"Office 515, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,£1,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15692450,https://find-and-update.company-information.service.gov.uk/company/15692450/officers,https://find-and-update.company-information.service.gov.uk/company/15692450/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,108.0,30.0,False,51.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,515.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,True,False,False,1.0,LOW
627.0,670,Navx Ltd,—,No,,Active,,"Office 670, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,67.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,670.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
248.0,288,Nelofar Global Ltd,16119777,Yes,2024-12-05,Active,"46450, 46470, 47510, 73110","Office 288, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16119777,https://find-and-update.company-information.service.gov.uk/company/16119777/officers,https://find-and-update.company-information.service.gov.uk/company/16119777/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,48.0,1.0,False,28.0,9.0,False,False,0.0,no_indicator,none_detected,LOW,288.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
451.0,489,Neo Writer Ltd,16758391,Yes,2025-10-02,Active,"62020, 62090, 73110","Office 489, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16758391,https://find-and-update.company-information.service.gov.uk/company/16758391/officers,https://find-and-update.company-information.service.gov.uk/company/16758391/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,149.0,90.0,False,48.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,489.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
616.0,658,Neomart Ltd,—,No,,Active,,"Office 658, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,65.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,658.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
336.0,372,Net Fusion Tech Services Limited,16397389,Yes,2025-04-21,Active,"62020, 62090, 73110","Office 372, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,PRIORITY,Yes,IT / web / SEO services,Public IT and digital-services node. Public website lists same office and offers web/mobile/cloud/SEO services.,"Companies House and public website both place Net Fusion Tech Services at Office 372 with IT consultancy, IT services and advertising SICs.",https://find-and-update.company-information.service.gov.uk/company/16397389 | https://find-and-update.company-information.service.gov.uk/company/16397389/officers | https://netfusiontechservices.com/ | https://netfusiontechservices.com/contact/,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16397389,https://find-and-update.company-information.service.gov.uk/company/16397389/officers,https://find-and-update.company-information.service.gov.uk/company/16397389/filing-history,Companies House + netfusiontechservices.com,opengovuk,,,none,original_or_unresolved,149.0,90.0,False,37.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,372.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
311.0,347,Netfusion Services Ltd,16330453,Yes,2025-03-20,Active,"59112, 62020, 62090, 73110","Office 347, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,MEDIUM,MEDIUM,,,,,,Shared office number: 5 entities,https://find-and-update.company-information.service.gov.uk/company/16330453,https://find-and-update.company-information.service.gov.uk/company/16330453/officers,https://find-and-update.company-information.service.gov.uk/company/16330453/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,129.0,1.0,False,34.0,14.0,False,False,0.0,no_indicator,none_detected,LOW,347.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
797.0,838,Netmerce Ltd,—,No,,Active,,"Office 838, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,83.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,838.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
679.0,725,Netpeak Digital Services Ltd,16978906,Yes,2026-01-21,Active,"62020,62090,73110","Office 725, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,HIGH,HIGH,Yes,,HOPETEX LIMITED ACSP verified the director identity per Companies House officers page.,CH overview: IT consultancy/IT services/advertising SICs; officers page states HOPETEX LIMITED verified director.,,,https://find-and-update.company-information.service.gov.uk/company/16978906,https://find-and-update.company-information.service.gov.uk/company/16978906/officers,https://find-and-update.company-information.service.gov.uk/company/16978906/filing-history,,OSINT file / Companies House,Jan 2026. OSINT: HopeTex ACSP verified director identity per CH officers page.,,none,original_or_unresolved,159.0,3.0,False,72.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,725.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
339.0,375,New Brain Solutions Ltd,16408702,Yes,2025-04-25,Active,"47910, 47990","Office 375, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16408702,https://find-and-update.company-information.service.gov.uk/company/16408702/officers,https://find-and-update.company-information.service.gov.uk/company/16408702/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,86.0,9.0,False,37.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,375.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
121.0,155,New Brands Mart Ltd,15697996,Yes,2024-04-30,Active,"14110, 47190, 47820, 47910","Office 155, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15697996,https://find-and-update.company-information.service.gov.uk/company/15697996/officers,https://find-and-update.company-information.service.gov.uk/company/15697996/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,8.0,1.0,False,15.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,155.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
637.0,680,New Instant Solution Ltd,—,No,,Active,,"Office 680, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,68.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,680.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
412.0,449,Nexamech Media Ltd,16666996,Yes,2025-08-22,Active,"58190, 59112, 73110, 90030","Office 449, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16666996,https://find-and-update.company-information.service.gov.uk/company/16666996/officers,https://find-and-update.company-information.service.gov.uk/company/16666996/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,118.0,2.0,False,44.0,9.0,False,False,0.0,no_indicator,none_detected,LOW,449.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,True,False,False,False,False,False,False,False,1.0,LOW
482.0,519,Nexaro Technologies Ltd,16804337,Yes,2025-10-23,Active,"62020, 62090, 63990","Office 519, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16804337,https://find-and-update.company-information.service.gov.uk/company/16804337/officers,https://find-and-update.company-information.service.gov.uk/company/16804337/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,147.0,2.0,False,51.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,519.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
725.0,768,Nexgadgets Ltd,—,No,,Active,,"Office 768, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Shared office number: 2 entities; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,76.0,16.0,True,False,0.0,no_indicator,none_detected,LOW,768.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
261.0,301,Nextag Ltd,16152800,Yes,2024-12-27,Active,"14141, 14190, 47820, 47910","Office 301, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16152800,https://find-and-update.company-information.service.gov.uk/company/16152800/officers,https://find-and-update.company-information.service.gov.uk/company/16152800/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,13.0,1.0,False,30.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,301.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
308.0,347,Nextgen Lcp Ltd,16485239,Yes,2025-05-30,Active,45111,"Office 347, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,MEDIUM,MEDIUM,,,,,,Shared office number: 5 entities,https://find-and-update.company-information.service.gov.uk/company/16485239,https://find-and-update.company-information.service.gov.uk/company/16485239/officers,https://find-and-update.company-information.service.gov.uk/company/16485239/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,39.0,1.0,False,34.0,14.0,False,False,0.0,no_indicator,none_detected,LOW,347.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
309.0,347,Nextgen2 Ltd,16488474,Yes,2025-06-02,Active,47910,"Office 347, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,MEDIUM,MEDIUM,,,,,,Shared office number: 5 entities,https://find-and-update.company-information.service.gov.uk/company/16488474,https://find-and-update.company-information.service.gov.uk/company/16488474/officers,https://find-and-update.company-information.service.gov.uk/company/16488474/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,85.0,97.0,False,34.0,14.0,False,False,0.0,no_indicator,none_detected,LOW,347.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
307.0,347,Nextgen3 Ltd,16703221,Yes,2025-09-08,Active,"73110, 82990","Office 347, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,MEDIUM,MEDIUM,,,,,,Shared office number: 5 entities,https://find-and-update.company-information.service.gov.uk/company/16703221,https://find-and-update.company-information.service.gov.uk/company/16703221/officers,https://find-and-update.company-information.service.gov.uk/company/16703221/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,184.0,1.0,False,34.0,14.0,False,False,0.0,no_indicator,none_detected,LOW,347.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
290.0,330,Nextweb Solutions Ltd,16310540,Yes,2025-03-12,Active,"62020, 62090, 73110","Office 330, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16310540,https://find-and-update.company-information.service.gov.uk/company/16310540/officers,https://find-and-update.company-information.service.gov.uk/company/16310540/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk/secret-bases,,,none,original_or_unresolved,149.0,90.0,False,33.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,330.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
288.0,328,Nexus Bids Ltd,16310467,Yes,2025-03-12,Active,70229,"Office 328, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16310467,https://find-and-update.company-information.service.gov.uk/company/16310467/officers,https://find-and-update.company-information.service.gov.uk/company/16310467/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,173.0,2.0,False,32.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,328.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
836.0,881,Nexwaheed Ltd,17056135,Yes,2026-02-26,Active,47910,"Office 881, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/17056135,https://find-and-update.company-information.service.gov.uk/company/17056135/officers,https://find-and-update.company-information.service.gov.uk/company/17056135/filing-history,Companies House URL ready + open.endole.co.uk,user-provided,Retail via mail order ★ Feb 2026,,none,original_or_unresolved,85.0,97.0,False,88.0,9.0,False,False,0.0,no_indicator,none_detected,LOW,881.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
151.0,186,Nexweb Ltd,15836141,Yes,2024-07-12,Active,63120,"Office 186, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15836141,https://find-and-update.company-information.service.gov.uk/company/15836141/officers,https://find-and-update.company-information.service.gov.uk/company/15836141/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,166.0,5.0,False,18.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,186.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
748.0,790,Nexy Retail Limited,—,No,,Active,,"Office 790, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,79.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,790.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,True,False,False,False,False,False,1.0,LOW
148.0,183,Nice Writers Ltd,15833565,Yes,2024-07-11,Active,"62020, 62090, 73110","Office 183, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£1,640",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15833565,https://find-and-update.company-information.service.gov.uk/company/15833565/officers,https://find-and-update.company-information.service.gov.uk/company/15833565/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,149.0,90.0,False,18.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,183.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
182.0,219,Niftech Pvt Ltd,13924773,Yes,2022-02-18,Active,47910,"Office 219, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/13924773,https://find-and-update.company-information.service.gov.uk/company/13924773/officers,https://find-and-update.company-information.service.gov.uk/company/13924773/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,85.0,97.0,False,21.0,9.0,False,False,0.0,no_indicator,none_detected,LOW,219.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
223.0,263,Nintex Softwares Ltd,15199446,Yes,2023-10-10,Active,"62012, 62020, 62090, 74100","Office 263, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15199446,https://find-and-update.company-information.service.gov.uk/company/15199446/officers,https://find-and-update.company-information.service.gov.uk/company/15199446/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,139.0,1.0,False,26.0,9.0,False,False,0.0,no_indicator,none_detected,LOW,263.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
