#,Office No.,Company Name,Company Number,Has Valid Company Number,Incorporated,Status,SIC Code,Registered Address,Address Suffix,Address Exact Street Match,Cash At Bank,Net Assets,Turnover,Investigative Priority,Risk Tier (Objective),Priority Entity,Public Linkage Category,Manual Review Hypothesis (Unverified),Public Evidence Summary,Public Evidence URLs,Review Notes,Companies House Overview URL,Companies House Officers URL,Companies House Filing History URL,Primary OSINT Source,Source,Notes,Office Group Size,Company Number Inference Method,Company Number Confidence,sic_wave_cluster_id,sic_wave_cluster_size,sic_wave_recovery_candidate,formation_sequence_cluster_id,formation_sequence_cluster_size,formation_sequence_recovery_candidate,logistics_api_flag,carrier_api_capability_score,evidence_basis_shipping_layer,shipping_role_category,confidence_level_shipping_layer,Office No Clean,address_cluster_signal,delta_candidate_flag,infrastructure_layer,confidence_level,risk_it_services,risk_seo_agency,risk_logistics_shell,risk_ecommerce_operator,risk_formation_intermediary,risk_payment_linked,risk_telecom_sim_node,risk_shipping_label_node,risk_carrier_account_broker,risk_score_total,risk_level
433.0,471,The Style Maison Ltd,16726008,Yes,2025-09-18,Active,47190,"Office 471, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16726008,https://find-and-update.company-information.service.gov.uk/company/16726008/officers,https://find-and-update.company-information.service.gov.uk/company/16726008/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,59.0,9.0,False,47.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,471.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
850.0,897,The Trading Spot Limited,—,No,,Active,,"Office 897, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,89.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,897.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,True,False,False,False,False,False,1.0,LOW
561.0,599,Thebrandzmen Ltd,—,No,,Active,,"Office 599, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,59.0,8.0,True,False,0.0,no_indicator,none_detected,LOW,599.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
719.0,764,Thefancrest Ltd,—,No,,Active,,"Office 764, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,76.0,16.0,True,False,0.0,no_indicator,none_detected,LOW,764.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
2.0,2,Thetechcreators Ltd,15315848,Yes,2023-11-29,Active,"62020, 62090, 73110","Office 2, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,£1,£1,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15315848,https://find-and-update.company-information.service.gov.uk/company/15315848/officers,https://find-and-update.company-information.service.gov.uk/company/15315848/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,149.0,90.0,False,0.0,9.0,False,False,0.0,no_indicator,none_detected,LOW,2.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
48.0,62,Third Gen Web Ltd,15394725,Yes,2024-01-08,Active,58290,"Office 62, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15394725,https://find-and-update.company-information.service.gov.uk/company/15394725/officers,https://find-and-update.company-information.service.gov.uk/company/15394725/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk/secret-bases,,,none,original_or_unresolved,123.0,3.0,False,6.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,62.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
553.0,588,Thryvix Ltd,—,No,,Active,,"Office 588, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,58.0,8.0,True,False,0.0,no_indicator,none_detected,LOW,588.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
489.0,524,Tick Tech Emipire Ltd,16811184,No,,Active,,"Office 524, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Shared office number: 2 entities; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,52.0,13.0,False,False,0.0,no_indicator,none_detected,LOW,524.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
803.0,844,Tizztech Ltd,—,No,,Active,,"Office 844, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,84.0,8.0,True,False,0.0,no_indicator,none_detected,LOW,844.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
,,TMSO Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73110,,,,,,,,,,,,,,,,,,,,,,,,
83.0,104,Tmso Ltd,14713980,Yes,2023-03-07,Active,62090,"Office 104, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£3,518",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/14713980,https://find-and-update.company-information.service.gov.uk/company/14713980/officers,https://find-and-update.company-information.service.gov.uk/company/14713980/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk/secret-bases,,,none,original_or_unresolved,160.0,4.0,False,10.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,104.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
777.0,821,Toba Holdings Ltd,—,No,,Active,,"Office 821, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,82.0,13.0,True,False,0.0,no_indicator,none_detected,LOW,821.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
384.0,420,Tokfollowers Ltd,16594983,Yes,2025-07-21,Active,47910,"Office 420, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16594983,https://find-and-update.company-information.service.gov.uk/company/16594983/officers,https://find-and-update.company-information.service.gov.uk/company/16594983/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,85.0,97.0,False,42.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,420.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
,,Top Resume Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78109,,,,,,,,,,,,,,,,,,,,,,,,
145.0,180,Top Resume Solutions Ltd,15829904,Yes,2024-07-10,Active,82190,"Office 180, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15829904,https://find-and-update.company-information.service.gov.uk/company/15829904/officers,https://find-and-update.company-information.service.gov.uk/company/15829904/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,193.0,1.0,False,18.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,180.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,True,False,False,False,False,False,False,False,False,1.0,LOW
675.0,721,Tradeline Wholesale Ltd,—,No,,Active,,"Office 721, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,72.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,721.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
570.0,608,Tradeware Group Ltd,—,No,,Active,,"Office 608, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,60.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,608.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
691.0,737,Travel To Umrah Ltd,—,No,,Active,,"Office 737, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: WV6 0SR,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,73.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,737.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
9.0,9,Trendcraft Ltd,15332776,Yes,2023-12-06,Active,47910,"Office 9, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15332776,https://find-and-update.company-information.service.gov.uk/company/15332776/officers,https://find-and-update.company-information.service.gov.uk/company/15332776/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,85.0,97.0,False,0.0,9.0,False,False,0.0,no_indicator,none_detected,LOW,9.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
19.0,17,Trendvista Ltd,15342639,Yes,2023-12-11,Active,47910,"Office 17, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15342639,https://find-and-update.company-information.service.gov.uk/company/15342639/officers,https://find-and-update.company-information.service.gov.uk/company/15342639/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,85.0,97.0,False,1.0,12.0,False,False,0.0,no_indicator,none_detected,LOW,17.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
445.0,483,Trendy House Ltd,16749563,Yes,2025-09-29,Active,47910,"Office 483, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16749563,https://find-and-update.company-information.service.gov.uk/company/16749563/officers,https://find-and-update.company-information.service.gov.uk/company/16749563/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,85.0,97.0,False,48.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,483.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
298.0,338,Trendzz Ltd,16318239,Yes,2025-03-14,Active,"47722, 47910","Office 338, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16318239,https://find-and-update.company-information.service.gov.uk/company/16318239/officers,https://find-and-update.company-information.service.gov.uk/company/16318239/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,79.0,2.0,False,33.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,338.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
754.0,797,Trevix Retail Ltd,—,No,,Active,,"Office 797, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,79.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,797.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,True,False,False,False,False,False,1.0,LOW
530.0,564,Trip To Ltd,16868951,Yes,2025-11-21,Active,47990,"Office 564, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16868951,https://find-and-update.company-information.service.gov.uk/company/16868951/officers,https://find-and-update.company-information.service.gov.uk/company/16868951/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk ★ Nov 2025,,,none,original_or_unresolved,108.0,30.0,False,56.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,564.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
859.0,958,Trippjeans Limited,—,No,,Active,,"Office 958, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,Bank,Net Assets,Turnover,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,95.0,7.0,True,False,0.0,no_indicator,none_detected,LOW,958.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
727.0,769,Trivo Creatives Ltd,—,No,,Active,,"Office 769, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Shared office number: 2 entities; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,76.0,16.0,True,False,0.0,no_indicator,none_detected,LOW,769.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
638.0,682,True Card Ltd,—,No,,Active,,"Office 682, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,68.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,682.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
219.0,257,Tutordipu Ltd,15194014,Yes,2023-10-06,Active,"62012, 62020, 73110, 74100","Office 257, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15194014,https://find-and-update.company-information.service.gov.uk/company/15194014/officers,https://find-and-update.company-information.service.gov.uk/company/15194014/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,141.0,1.0,False,25.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,257.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
867.0,967,Tychercorp Ltd,—,No,,Active,,"Office 967, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,96.0,7.0,True,False,0.0,no_indicator,none_detected,LOW,967.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
46.0,59,Ubh Services Ltd,14551771,Yes,2022-12-20,Active,47910,"Office 59, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£5,070",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/14551771,https://find-and-update.company-information.service.gov.uk/company/14551771/officers,https://find-and-update.company-information.service.gov.uk/company/14551771/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,85.0,97.0,False,5.0,3.0,False,False,0.0,no_indicator,none_detected,LOW,59.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
322.0,358,Uc&By Ltd,16375782,Yes,2025-04-09,Active,"47190, 47540, 47910, 47990","Office 358, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16375782,https://find-and-update.company-information.service.gov.uk/company/16375782/officers,https://find-and-update.company-information.service.gov.uk/company/16375782/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,61.0,7.0,False,35.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,358.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
71.0,90,Uk Formation Shopzilla Ltd,15082423,Yes,2023-08-18,Active,47910,"Office 90, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£4,066",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/15082423,https://find-and-update.company-information.service.gov.uk/company/15082423/officers,https://find-and-update.company-information.service.gov.uk/company/15082423/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,85.0,97.0,False,9.0,8.0,False,False,0.0,no_indicator,none_detected,LOW,90.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,True,True,False,False,False,False,2.0,MEDIUM
835.0,880,Unionshopx Ltd,—,No,,Active,,"Office 880, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,88.0,9.0,True,False,0.0,no_indicator,none_detected,LOW,880.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,True,False,False,False,False,False,1.0,LOW
564.0,602,United Global Dezign's Ltd,—,No,,Active,,"Office 602, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,Bank,Net Assets,Turnover,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,60.0,10.0,True,False,0.0,no_indicator,none_detected,LOW,602.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
698.0,746,Unity Crescent Ltd,—,No,,Active,,"Office 746, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,74.0,8.0,True,False,0.0,no_indicator,none_detected,LOW,746.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
262.0,302,Upstart Leather Ltd,16155108,Yes,2024-12-30,Active,"47722, 47910, 73110, 95230","Office 302, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,"-£2,460",,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16155108,https://find-and-update.company-information.service.gov.uk/company/16155108/officers,https://find-and-update.company-information.service.gov.uk/company/16155108/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,81.0,1.0,False,30.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,302.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
418.0,455,Uraan Host Ltd,16687524,Yes,2025-09-02,Active,"62090, 63110","Office 455, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16687524,https://find-and-update.company-information.service.gov.uk/company/16687524/officers,https://find-and-update.company-information.service.gov.uk/company/16687524/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,161.0,1.0,False,45.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,455.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
338.0,374,Urban Lettings & Management Company Ltd,16409626,Yes,2025-04-25,Active,68209,"Office 374, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16409626,https://find-and-update.company-information.service.gov.uk/company/16409626/officers,https://find-and-update.company-information.service.gov.uk/company/16409626/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,169.0,1.0,False,37.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,374.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
402.0,438,Urban Spark Cleaners Ltd,16645865,Yes,2025-08-12,Active,"81210, 81221","Office 438, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16645865,https://find-and-update.company-information.service.gov.uk/company/16645865/officers,https://find-and-update.company-information.service.gov.uk/company/16645865/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,192.0,1.0,False,43.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,438.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
388.0,424,Urbanista Fashion Ltd,16601790,Yes,2025-07-23,Active,"47710, 47910","Office 424, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/16601790,https://find-and-update.company-information.service.gov.uk/company/16601790/officers,https://find-and-update.company-information.service.gov.uk/company/16601790/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,76.0,2.0,False,42.0,10.0,False,False,0.0,no_indicator,none_detected,LOW,424.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
90.0,115,Usafreights Limited,14760394,Yes,2023-03-27,Active,49410,"Office 115, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,,,,LOW,LOW,,,,,,Direct Companies House verification possible from URL fields,https://find-and-update.company-information.service.gov.uk/company/14760394,https://find-and-update.company-information.service.gov.uk/company/14760394/officers,https://find-and-update.company-information.service.gov.uk/company/14760394/filing-history,Companies House URL ready + open.endole.co.uk,opengovuk,,,none,original_or_unresolved,114.0,1.0,False,11.0,7.0,False,True,3.0,name_keyword_match,dispatch_metadata_layer,MEDIUM,115.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,True,False,False,False,False,False,False,1.0,LOW
858.0,957,Useandsave Ltd,—,No,,Active,,"Office 957, 85 Dunstall Hill, Wolverhampton, WV6 0SR, England",England,Yes,-,-,-,HIGH,HIGH,,,,,,No valid Companies House number in source row; Address suffix variant: United Kingdom,,,,open.endole.co.uk (no valid company number present),OSINT file,OSINT-listed; Companies House number not yet resolved.,,none,original_or_unresolved,,,False,95.0,7.0,True,False,0.0,no_indicator,none_detected,LOW,957.0,WV6_0SR_high_density_registration_node,True,formation_wave_gap_or_recent_registration_candidate,medium_inference,False,False,False,False,False,False,False,False,False,0.0,NONE
